document_id,period,title,source_url,embedded_chunk_count
5482,고종실록,고종실록: 등극한 후 조하를 받았고 대사령을 반포했으며 수렴동청정의 의식도 가지다,https://sillok.history.go.kr/id/kza_10012013_003,1
4802,고종실록,고종실록: 대왕대비가 언문으로 대신들에게 성상을 잘 보좌하라는 교서를 내리다,https://sillok.history.go.kr/id/kza_10012013_004,1
5481,고종실록,고종실록: 대왕대비가 언문으로 국왕을 훈계하다,https://sillok.history.go.kr/id/kza_10012013_005,1
4799,고종실록,고종실록: 대왕대비가 언문으로 대신들에게 정사를 잘 돌볼 것을 부탁하는 교서를 내리다,https://sillok.history.go.kr/id/kza_10012013_006,1
4805,고종실록,고종실록: 대왕대비가 대원군에 작위를 봉하는 절차를 명하다,https://sillok.history.go.kr/id/kza_10012013_007,1
4811,고종실록,고종실록: 등극한 것과 관련하여 반포문을 내리다,https://sillok.history.go.kr/id/kza_10012013_008,1
4797,고종실록,고종실록: 수렴하는 것과 관련하여 반포문을 내리다,https://sillok.history.go.kr/id/kza_10012013_009,1
5499,고종실록,고종실록: 빈청에서 어명과 어자에 대한 초안을 올리다,https://sillok.history.go.kr/id/kza_10012013_010,1
5496,고종실록,고종실록: 원상이 성복하기 전에 직숙하는 것을 그만두게 하다,https://sillok.history.go.kr/id/kza_10012013_011,1
4806,고종실록,"고종실록: 대왕대비가 빈전 도감, 국장 도감, 산릉 도감의 관리를 더 추가하여 차하하다",https://sillok.history.go.kr/id/kza_10012013_012,1
5491,고종실록,고종실록: 비변사에서 부고를 알리러 가는 사신을 선발할 것을 아뢰다,https://sillok.history.go.kr/id/kza_10012013_013,1
5488,고종실록,고종실록: 부고를 전하고 시호를 청하며 왕위를 물려받은 것을 고하러 가는 사신을 정하다,https://sillok.history.go.kr/id/kza_10012013_014,1
4807,고종실록,고종실록: 대왕대비가 대원군 궁에 주는 토지와 저택을 예조에서 규례대로 정하라고 하다,https://sillok.history.go.kr/id/kza_10012013_015,1
5507,고종실록,고종실록: 홍우길을 평안도 관찰사에 임명하다,https://sillok.history.go.kr/id/kza_10012013_016,1
5483,고종실록,고종실록: 양사에서 의관들을 신문하라고 아뢰다,https://sillok.history.go.kr/id/kza_10012013_017,1
4800,고종실록,고종실록: 약원 도제조 김좌근이 자신의 책망을 처벌해 줄 것을 청하다,https://sillok.history.go.kr/id/kza_10012014_001,1
5498,고종실록,고종실록: 김흥근을 체차하고 조두순을 주청사로 대신하다,https://sillok.history.go.kr/id/kza_10012014_002,1
5506,고종실록,고종실록: 김병지를 홍문관 부제학에 임명하다,https://sillok.history.go.kr/id/kza_10012014_003,1
4808,고종실록,고종실록: 양사에서 다시 의관을 신문할 것을 청하다,https://sillok.history.go.kr/id/kza_10012014_004,1
5487,고종실록,고종실록: 빈전에 나아가 망제를 행하다,https://sillok.history.go.kr/id/kza_10012015_001,1
4810,고종실록,"고종실록: 빈전에서 선대왕의 시호, 묘호, 능호의 안을 올리다",https://sillok.history.go.kr/id/kza_10012015_002,1
6775,고종실록,고종실록: 호조에서 대원군 궁에 토지와 궁장 값으로 쌀과 은과 콩을 보내줄 것을 청하다,https://sillok.history.go.kr/id/kza_10012015_004,1
6776,고종실록,고종실록: 비변사에서 주청사로 북경에 가는 일의 재원조달을 아뢰다,https://sillok.history.go.kr/id/kza_10012016_002,1
6777,고종실록,고종실록: 승정원에서 이세보에게 내린 명령을 취소할 것을 청하다,https://sillok.history.go.kr/id/kza_10012020_002,1
6778,고종실록,고종실록: 대왕대비가 함경도에서 돈을 주조하는 것을 그만두라고 명하다,https://sillok.history.go.kr/id/kza_10012020_007,1
6779,고종실록,고종실록: 대왕대비가 좋은 계책을 진술하라고 명하다,https://sillok.history.go.kr/id/kza_10012022_001,1
6780,고종실록,고종실록: 종친부에 더 많은 재원을 주라고 선혜청에 명하다,https://sillok.history.go.kr/id/kza_10012023_001,1
6781,고종실록,고종실록: 대왕대비가 국상 중에 낭비하는 것을 금지하라고 명하다,https://sillok.history.go.kr/id/kza_10012027_001,1
6782,고종실록,고종실록: 예조에서 등극한 후 왕비의 칭호 문제를 아뢰다,https://sillok.history.go.kr/id/kza_10012030_003,1
6783,고종실록,고종실록: 예조에서 경모궁에 대한 축문 형식을 보고하다,https://sillok.history.go.kr/id/kza_10012030_007,1
6784,고종실록,고종실록: 박규수에게 가자하도록 대왕대비가 명하다,https://sillok.history.go.kr/id/kza_10101001_002,1
6785,고종실록,고종실록: 대왕대비가 이경재를 하유하다,https://sillok.history.go.kr/id/kza_10101003_001,1
6786,고종실록,고종실록: 산릉 도감의 관리를 임명하다,https://sillok.history.go.kr/id/kza_10101005_001,1
6787,고종실록,고종실록: 호조에서 대원군 궁을 수축하는 재원을 지출하겠다고 보고하다,https://sillok.history.go.kr/id/kza_10101007_002,1
6788,고종실록,고종실록: 조정의 관리로 90살 이상이 되는 사람을 포상하다,https://sillok.history.go.kr/id/kza_10101010_008,1
6789,고종실록,고종실록: 비변사에서 경과와 식년시가 겹치니 식년시를 미루자고 아뢰다,https://sillok.history.go.kr/id/kza_10101011_002,1
6790,고종실록,고종실록: 경모궁에 대신을 대리로 보내어 작헌례를 행하라고 명하다,https://sillok.history.go.kr/id/kza_10101012_001,1
6791,고종실록,고종실록: 비변사에서 중국 사신을 위한 접대 비용을 마련하는 방법을 아뢰다,https://sillok.history.go.kr/id/kza_10101017_005,1
6792,고종실록,고종실록: 국장 도감에서 국장에 사용할 물품을 아뢰다,https://sillok.history.go.kr/id/kza_10101018_006,1
6793,고종실록,고종실록: 대왕대비가 도목 정사에 공정한 선발이 이루어질 것을 명하다,https://sillok.history.go.kr/id/kza_10101020_002,1
6794,고종실록,"고종실록: 대신들이 대왕대비, 왕대비에게 칭호를 올리는 의식을 실시할 것과 무역하는 삼을 1만 5천근으로 정할 것 등을 아뢰다",https://sillok.history.go.kr/id/kza_10101021_003,1
6795,고종실록,고종실록: 산릉 도감에서 능의 경계 표식을 할 것을 아뢰다,https://sillok.history.go.kr/id/kza_10101021_007,1
6796,고종실록,고종실록: 비변사에서 여산 등의 고을에서 일어난 조운선 파손 사건의 처리를 아뢰다,https://sillok.history.go.kr/id/kza_10101024_004,1
6797,고종실록,고종실록: 대왕대비가 폐단을 지적한 김진형을 귀양보내라고 명하다,https://sillok.history.go.kr/id/kza_10101027_005,1
6798,고종실록,고종실록: 홍문관에서 김진형을 사형에 처하자고 아뢰다,https://sillok.history.go.kr/id/kza_10101028_004,1
6799,고종실록,고종실록: 삼사에서 김진형의 문제를 청한 대로 들어달라고 아뢰다,https://sillok.history.go.kr/id/kza_10102001_006,1
6800,고종실록,고종실록: 대왕대비가 성균관 사건의 처리를 명하다,https://sillok.history.go.kr/id/kza_10102002_004,1
6801,고종실록,고종실록: 시임 대신과 원임 대신이 김진형의 문제를 거론하다,https://sillok.history.go.kr/id/kza_10102003_006,1
6802,고종실록,고종실록: 남성교 등에게 관직을 제수하다,https://sillok.history.go.kr/id/kza_10102004_004,1
6803,고종실록,고종실록: 대궐 돈 3천냥을 경기에 내려 보내어 백성들을 구제하게 하다,https://sillok.history.go.kr/id/kza_10102005_003,1
6804,고종실록,고종실록: 대왕대비가 죄수를 마음대로 풀어준 민희경의 처벌을 명하다,https://sillok.history.go.kr/id/kza_10102005_007,1
6805,고종실록,고종실록: 갑산 부사 이석이 동점을 폐지할 때 돈을 마음대로 유용했으므로 이에 대한 처벌을 명하다,https://sillok.history.go.kr/id/kza_10102006_004,1
6806,고종실록,고종실록: 조병덕에게 관직에 나오도록 명하다,https://sillok.history.go.kr/id/kza_10102007_004,1
6807,고종실록,고종실록: 정천화 등에게 관직을 제수하다,https://sillok.history.go.kr/id/kza_10102007_008,1
6808,고종실록,고종실록: 중종의 옥책문 60조각이 옛 능의 광중에서 나오다,https://sillok.history.go.kr/id/kza_10102010_003,1
6809,고종실록,고종실록: 배왕대장 이경순으로 좌포장을 겸하게 하다,https://sillok.history.go.kr/id/kza_10102012_003,1
6810,고종실록,고종실록: 대왕대비와 왕대비에게 가상 존호 옥책과 금보를 올리고 대사령을 반포하다,https://sillok.history.go.kr/id/kza_10102013_003,1
6811,고종실록,고종실록: 의정부에서 국상 때 역참에 들어가는 비용의 조달을 아뢰다,https://sillok.history.go.kr/id/kza_10102013_007,1
6812,고종실록,고종실록: 가상존호도감의 도제조 이하를 포상하다,https://sillok.history.go.kr/id/kza_10102014_004,1
6813,고종실록,고종실록: 홍순목이 하직하러 들어오자 대왕대비가 황해도의 폐단을 지적하다,https://sillok.history.go.kr/id/kza_10102015_004,1
6814,고종실록,"고종실록: 보를 판다는 것, 세금을 고르게 한다는 것 등의 명목의 세금을 혁파할 것을 명하다",https://sillok.history.go.kr/id/kza_10102017_003,1
6815,고종실록,고종실록: 의금부에서 세 죄인에 대한 처벌을 청하다,https://sillok.history.go.kr/id/kza_10102021_005,1
6816,고종실록,고종실록: 대왕대비가 세력가의 등을 대고 백성들을 침학하는 것을 금지할 것을 명하다,https://sillok.history.go.kr/id/kza_10102027_005,1
6817,고종실록,고종실록: 효경 강론이 끝나가자 다음 강론할 책을 의논하게 하다,https://sillok.history.go.kr/id/kza_10102028_004,1
6818,고종실록,고종실록: 행 호군 이원조가 정사의 기본을 상소하다,https://sillok.history.go.kr/id/kza_10103001_003,1
6819,고종실록,고종실록: 전라 감사 정건조가 탐오를 범한 김윤항의 처벌을 아뢰다,https://sillok.history.go.kr/id/kza_10103001_008,1
6820,고종실록,고종실록: 강론을 계속할 날짜를 정하다,https://sillok.history.go.kr/id/kza_10103002_004,1
6821,고종실록,고종실록: 대왕대비가 심이택을 잡아가두도록 명하다,https://sillok.history.go.kr/id/kza_10103003_003,1
6822,고종실록,고종실록: 양사에서 다시 심이택 부자의 처벌을 아뢰다,https://sillok.history.go.kr/id/kza_10103005_002,1
6823,고종실록,"고종실록: 장령 강진규가 성인의 기질을 기르는 것, 임금의 몸을 보호하는 것 등에 관해 진술하다",https://sillok.history.go.kr/id/kza_10103005_006,1
6824,고종실록,고종실록: 대왕대비가 통영 군영의 폐단을 시정할 것을 명하다,https://sillok.history.go.kr/id/kza_10103007_001,1
6825,고종실록,고종실록: 삼사에서 연합으로 심의면을 처벌할 것을 아뢰다,https://sillok.history.go.kr/id/kza_10103012_001,1
6826,고종실록,고종실록: 의정부에서 의주부의 폐단을 보고하다,https://sillok.history.go.kr/id/kza_10103012_005,1
6827,고종실록,고종실록: 방곡의 폐단을 엄하게 신칙하다,https://sillok.history.go.kr/id/kza_10103013_003,1
4851,단종실록,단종실록: 빈전 도감을 설치하다,https://sillok.history.go.kr/id/kfa_10005014_001,1
5561,단종실록,단종실록: 석전을 올리고 종친과 문무 백관이 곡림하다,https://sillok.history.go.kr/id/kfa_10005014_002,1
5591,단종실록,단종실록: 염습하고 전을 올리고 곡림하다,https://sillok.history.go.kr/id/kfa_10005014_003,1
5576,단종실록,단종실록: 윤암·이완·이영·최숙손 등을 절제사로 삼아 궁중을 숙위하게 하다,https://sillok.history.go.kr/id/kfa_10005014_004,1
5587,단종실록,단종실록: 조전을 올리고 곡림하다,https://sillok.history.go.kr/id/kfa_10005015_001,1
5590,단종실록,단종실록: 소렴하고 전을 올리고 곡림하다,https://sillok.history.go.kr/id/kfa_10005015_002,1
5579,단종실록,단종실록: 대간에서 내의 전순의·변한산·최읍 등을 치죄할 것을 청하다,https://sillok.history.go.kr/id/kfa_10005015_003,1
5578,단종실록,"단종실록: 윤사로를 빈전 도감 제조로, 황보인을 국장 도감 도제조로 삼다",https://sillok.history.go.kr/id/kfa_10005015_004,1
5575,단종실록,단종실록: 대간에서 도승지가 시선하고 연로한 환관으로 입시케 하도록 아뢰다,https://sillok.history.go.kr/id/kfa_10005015_005,1
5562,단종실록,단종실록: 환관 김연을 승전색으로 삼게 하다,https://sillok.history.go.kr/id/kfa_10005015_006,1
5589,단종실록,단종실록: 대렴하고 전을 올리고 곡림하다,https://sillok.history.go.kr/id/kfa_10005016_001,1
5572,단종실록,단종실록: 황보인·김종서·정분·이사철 등을 산릉 도감 및 국장 도감의 제조로 삼다,https://sillok.history.go.kr/id/kfa_10005016_002,1
5585,단종실록,단종실록: 의금부에서 내의 전인귀도 추문할 것을 청하다,https://sillok.history.go.kr/id/kfa_10005017_001,1
4842,단종실록,단종실록: 세조가 강맹경에게 궁성 순찰을 강화할 것과 진선에 유의할 것 등을 이르다,https://sillok.history.go.kr/id/kfa_10005017_002,1
4847,단종실록,단종실록: 의정부에서 예조의 정문에 의거하여 상례 및 성복에 관하여 아뢰다,https://sillok.history.go.kr/id/kfa_10005017_003,1
5586,단종실록,단종실록: 경기 관찰사 홍심이 최사로를 보내 진위하다,https://sillok.history.go.kr/id/kfa_10005017_004,1
4850,단종실록,"단종실록: 내의 전순의는 전의감 청직으로, 변한산·최읍은 아전으로 강등하다",https://sillok.history.go.kr/id/kfa_10005018_001,1
5592,단종실록,단종실록: 사정전에 빈소를 차리다,https://sillok.history.go.kr/id/kfa_10005018_002,1
5588,단종실록,단종실록: 성복하고 전을 올리고 곡림하다.,https://sillok.history.go.kr/id/kfa_10005018_003,1
4841,단종실록,단종실록: 근정문에서 즉위하고 교서를 반포하다,https://sillok.history.go.kr/id/kfa_10005018_004,1
5559,단종실록,단종실록: 즉위하는 의식,https://sillok.history.go.kr/id/kfa_10005018_005,1
4846,단종실록,단종실록: 사헌부와 사간원에서 내의 전순의 등과 장죄를 범한 오명의를 엄벌할 것을 청하다,https://sillok.history.go.kr/id/kfa_10005018_006,1
5574,단종실록,단종실록: 일본국 대내전 사자 등이 조석 예배와 상복입기를 청하니 베를 주다,https://sillok.history.go.kr/id/kfa_10005018_007,1
4854,단종실록,단종실록: 대간의 청으로 의정부 당상 및 대군들 집에서 분경하는 것을 금하다,https://sillok.history.go.kr/id/kfa_10005018_008,1
4845,단종실록,단종실록: 신석조 등이 대행왕의 후궁들이 여승이 되는 것을 그치도록 해 줄 것을 청하다,https://sillok.history.go.kr/id/kfa_10005018_009,1
5563,단종실록,단종실록: 처음 재를 장의사에서 베풀다,https://sillok.history.go.kr/id/kfa_10005019_001,1
5583,단종실록,단종실록: 사헌부·사간원에서 내의 전순의 등의 죄를 다시 거론하다,https://sillok.history.go.kr/id/kfa_10005019_002,1
4840,단종실록,단종실록: 대군의 집에서는 분경을 할 수 있도록 하다,https://sillok.history.go.kr/id/kfa_10005019_003,1
4848,단종실록,단종실록: 의정부에서 전조 왕씨의 봉사하는 조건을 아뢰다,https://sillok.history.go.kr/id/kfa_10005019_004,1
5566,단종실록,단종실록: 이동량의 상언에 따라 평안도 인산군의 옛이름을 회복케 하고 수령을 보내도록 하다,https://sillok.history.go.kr/id/kfa_10005019_005,1
5582,단종실록,단종실록: 일본국 대마주 태수 종정성이 사자를 보내 토물을 바치다,https://sillok.history.go.kr/id/kfa_10005019_006,1
4853,단종실록,단종실록: 의정부에서 졸곡 후 3년 안에는 배표할 때에만 청산선·오장을 쓸 것을 청하다,https://sillok.history.go.kr/id/kfa_10005019_007,1
4849,단종실록,단종실록: 의정부에서 유이민을 살도록 허락한 호수(戶首)와 와주(窩主) 가운데 사유 전은 논하지 않기를 청하다,https://sillok.history.go.kr/id/kfa_10005019_008,1
